release_year,sentiment
2012,Mixed
2010,Mostly Positive
2007,Mixed
2014,Mixed
2007,Mixed
2012,Mixed
2014,Mostly Positive
2014,Mixed
2012,Positive
2014,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2001,Mixed
2012,Very Positive
2014,Mixed
2014,Mixed
2014,Mostly Negative
2014,Mixed
2014,Mixed
2014,Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Overwhelmingly Positive
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2012,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Overwhelmingly Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Very Positive
2011,Mixed
2014,Mixed
2014,Mostly Positive
2015,Very Negative
2014,Very Positive
2014,Overwhelmingly Positive
2014,Mostly Negative
2014,Positive
2014,Positive
9999,Mixed
2014,Very Positive
2014,Very Positive
2014,Positive
2014,Mixed
2014,Mostly Negative
2014,Mostly Positive
2004,Mostly Positive
2006,Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Negative
2014,Mixed
2014,Positive
2014,Very Positive
2014,Very Positive
2014,Positive
2014,Mostly Positive
2014,Very Positive
2014,Positive
2014,Mixed
2014,Very Positive
2014,Mostly Negative
2014,Mixed
2007,Mixed
2011,Very Positive
2004,Very Positive
2006,Mixed
2013,Mixed
2014,Positive
2014,Positive
2014,Positive
9999,Mixed
2014,Mixed
2014,Very Positive
9999,Very Positive
2014,Mixed
2014,Very Positive
2014,Very Positive
2014,Mixed
2009,Mixed
2014,Mostly Positive
2003,Mostly Positive
2014,Mixed
2014,Mostly Negative
2014,Positive
2014,Very Positive
2001,Mixed
2014,Very Positive
2014,Mixed
2014,Very Positive
2014,Very Positive
2014,Mixed
2014,Very Positive
9999,Mixed
2014,Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Positive
2014,Mostly Positive
2014,Positive
2014,Mixed
2014,Positive
2011,Very Positive
2014,Mixed
2013,Very Positive
2014,Positive
2014,Positive
2013,Very Positive
2013,Mostly Positive
2014,Mixed
2014,Mixed
2014,Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Negative
2013,Very Positive
2014,Negative
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Negative
2004,Overwhelmingly Positive
2014,Positive
2014,Very Positive
2014,Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2007,Negative
2011,Positive
2014,Very Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Mixed
2014,Very Positive
2006,Mixed
2014,Very Negative
2014,Mostly Negative
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Very Positive
2014,Very Positive
2014,Mixed
2014,Mixed
2012,Very Positive
2014,Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Very Positive
2014,Positive
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Mostly Positive
2014,Positive
2014,Very Negative
2013,Very Positive
2014,Very Positive
2014,Mostly Positive
2011,Mixed
2014,Very Positive
2014,Very Positive
2010,Mixed
2010,Mostly Negative
2012,Positive
2014,Mostly Negative
2011,Very Positive
2009,Positive
2014,Very Positive
2014,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Very Positive
1999,Very Positive
2014,Mostly Positive
2008,Mixed
2003,Very Positive
2013,Mixed
2014,Mostly Positive
2014,Mixed
2014,Very Positive
2014,Very Positive
2017,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Mostly Positive
2014,Positive
2014,Mixed
2011,Very Positive
2014,Very Positive
2014,Negative
2014,Mixed
2014,Mostly Positive
2011,Mixed
2014,Positive
1989,Very Positive
2014,Very Positive
2014,Mixed
2014,Very Positive
2014,Very Positive
2014,Positive
2014,Positive
2014,Positive
2014,Mixed
2014,Negative
2014,Very Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Very Positive
2007,Mixed
2006,Mixed
2014,Mixed
2014,Overwhelmingly Negative
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Mixed
1998,Very Positive
2014,Positive
2014,Positive
2014,Very Positive
2014,Positive
2014,Mixed
2014,Very Positive
2014,Mostly Positive
2016,Mostly Positive
2012,Mixed
2014,Negative
2014,Overwhelmingly Positive
2014,Mostly Positive
2006,Mixed
2014,Mostly Negative
2014,Mixed
1998,Very Positive
1995,Mixed
1990,Positive
1996,Positive
1990,Mixed
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Mixed
2014,Positive
2014,Mostly Positive
2014,Mixed
2014,Very Positive
2014,Mixed
2014,Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Very Positive
2014,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Negative
2014,Very Positive
2014,Mostly Positive
2014,Positive
2014,Mostly Positive
2014,Mixed
2014,Mostly Negative
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Very Positive
2014,Very Positive
2014,Mixed
2014,Mostly Negative
2013,Very Positive
2014,Very Positive
2014,Very Positive
2012,Mixed
2014,Mixed
2014,Mostly Negative
2014,Mixed
2014,Mixed
2014,Mostly Positive
2014,Positive
2014,Very Positive
2014,Positive
2013,Very Positive
2014,Mixed
2014,Negative
2014,Mixed
2014,Mostly Negative
2014,Mostly Negative
2014,Mixed
2014,Mostly Positive
2014,Mostly Positive
2014,Positive
2014,Very Positive
2014,Mostly Negative
2014,Negative
2014,Mostly Negative
2014,Mostly Positive
2014,Mostly Positive
2014,Mostly Positive
2014,Mixed
2014,Very Positive
2010,Mostly Positive
2014,Very Positive
2014,Very Positive
2014,Mostly Negative
2014,Mostly Positive
2014,Overwhelmingly Positive
2005,Mostly Positive
2014,Positive
2014,Mostly Positive
2014,Positive
2014,Positive
2014,Very Positive
2014,Positive
2014,Very Positive
2012,Mixed
2013,Mostly Positive
2014,Positive
2014,Positive
2014,Mixed
2014,Mostly Positive
2014,Very Positive
2014,Mixed
2014,Overwhelmingly Positive
2016,Mostly Negative
2014,Positive
2014,Very Positive
2014,Very Negative
2014,Mixed
2014,Mixed
2014,Very Positive
2014,Positive
2014,Mostly Positive
2014,Very Negative
2014,Very Positive
2014,Very Positive
2016,Very Positive
2014,Mixed
2014,Mostly Positive
2014,Mixed
2014,Mixed
9999,Very Positive
2014,Mixed
2014,Overwhelmingly Positive
2014,Very Positive
2014,Overwhelmingly Positive
2014,Positive
2014,Mixed
2015,Mixed
2014,Mostly Negative
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mostly Negative
9999,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2014,Negative
2015,Mostly Positive
2015,Mostly Positive
2007,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2014,Positive
2015,Mostly Negative
2015,Mostly Negative
2015,Positive
9999,Mixed
2015,Mostly Positive
2015,Overwhelmingly Positive
9999,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2014,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2009,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Negative
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Positive
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mostly Negative
2015,Mostly Positive
2015,Mostly Positive
2014,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mixed
2015,Negative
2015,Mostly Positive
2015,Negative
2015,Mixed
2015,Mixed
2015,Negative
2015,Positive
2015,Negative
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2014,Very Positive
2015,Positive
9999,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Positive
2015,Positive
2015,Mostly Negative
2015,Mostly Negative
2015,Mixed
2015,Positive
2015,Positive
2015,Positive
2015,Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Overwhelmingly Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mixed
2014,Mixed
2013,Mostly Positive
2015,Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2004,Mixed
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2012,Mixed
2015,Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2008,Mostly Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Very Positive
2015,Very Positive
2001,Mixed
2015,Positive
2015,Mostly Negative
2014,Mixed
2015,Mostly Positive
2015,Mixed
2001,Mixed
2015,Mostly Positive
2015,Mixed
2015,Positive
2014,Mixed
2015,Mostly Positive
2015,Positive
2015,Mostly Positive
2015,Mostly Positive
2014,Positive
2015,Very Positive
2015,Mixed
2015,Mostly Negative
2014,Very Positive
2014,Positive
2015,Very Positive
2015,Mixed
2012,Positive
2005,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Positive
2013,Very Positive
2007,Very Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2014,Mixed
2017,Mostly Negative
2010,Mostly Negative
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mostly Negative
2015,Very Positive
1994,Mixed
2015,Mostly Positive
1988,Positive
2015,Mostly Positive
2003,Mixed
2015,Mixed
1991,Positive
2015,Very Positive
1990,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Positive
2008,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2014,Mixed
2015,Mostly Positive
2013,Very Positive
2005,Mostly Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2016,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2011,Mostly Negative
2014,Very Positive
2015,Mixed
2015,Mixed
2013,Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Positive
2015,Mixed
2014,Very Positive
2015,Very Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mostly Positive
2014,Positive
2013,Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Mostly Negative
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
2015,Positive
9999,Mixed
2013,Positive
2015,Mostly Positive
2015,Very Positive
2015,Overwhelmingly Positive
2015,Positive
2004,Mixed
2015,Mixed
2015,Mixed
2015,Positive
9999,Mixed
2015,Mixed
2015,Overwhelmingly Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Very Positive
1995,Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Mixed
2015,Positive
9999,Very Positive
2015,Positive
2015,Very Positive
1993,Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Positive
2015,Very Positive
2014,Mixed
2015,Positive
2015,Very Positive
2011,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Negative
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Negative
2011,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Positive
9999,Very Positive
2015,Positive
2015,Very Positive
2015,Positive
2015,Positive
2015,Positive
9999,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Positive
2015,Positive
9999,Very Positive
2015,Positive
2015,Mostly Positive
2015,Positive
2012,Mixed
2013,Positive
2015,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Mixed
2015,Positive
2015,Very Positive
2013,Mostly Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Mixed
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Mostly Negative
2015,Mixed
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mostly Positive
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Overwhelmingly Positive
2015,Mixed
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2015,Positive
2015,Very Positive
2015,Mostly Negative
2015,Mostly Negative
2015,Positive
2015,Positive
2015,Positive
2016,Mixed
2012,Very Positive
2015,Very Positive
2015,Positive
2015,Mostly Negative
2015,Mostly Negative
2015,Mixed
2015,Very Positive
2015,Positive
2015,Very Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Positive
2015,Positive
2015,Mostly Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Negative
2015,Mixed
2015,Mostly Negative
9999,Mixed
2011,Very Positive
2015,Positive
2015,Positive
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mostly Positive
2013,Mixed
2013,Positive
2015,Positive
2008,Mixed
2015,Mixed
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
9999,Very Positive
2015,Mixed
2015,Positive
2014,Positive
2015,Overwhelmingly Positive
2015,Very Positive
2015,Very Positive
2015,Negative
2015,Mixed
2015,Mixed
2015,Very Positive
2015,Negative
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2016,Mostly Positive
2015,Mixed
2015,Mixed
2015,Positive
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mostly Negative
2015,Mixed
2015,Mostly Positive
2015,Mostly Positive
2016,Mostly Positive
2015,Positive
2014,Positive
2015,Very Positive
2015,Very Positive
2015,Mostly Positive
2015,Mixed
2015,Positive
2015,Very Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2013,Mixed
2015,Mixed
2015,Mostly Positive
2015,Mixed
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Very Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
2015,Positive
2013,Positive
2015,Mixed
2015,Positive
2015,Positive
2015,Mixed
2015,Mostly Positive
2015,Overwhelmingly Positive
2015,Mixed
2015,Mixed
2015,Mostly Positive
